⛵港•澳•台,#genre#
茶啊二中[216],https://epg.112114.xyz/huya/11213191
陈翔六点半[16],https://epg.112114.xyz/huya/11274154
成龙[20],https://epg.112114.xyz/huya/11342386
穿越千年之恋[225],https://epg.112114.xyz/huya/11342398
慈善超人合集[258],https://epg.112114.xyz/huya/10871113
大片[156],https://epg.112114.xyz/huya/21059585
大秦帝国[116],https://epg.112114.xyz/huya/11602074
大宅men[270],https://epg.112114.xyz/huya/11352936
大侦探皮卡丘[181],https://epg.112114.xyz/huya/17341907
邓超[151],https://epg.112114.xyz/huya/11336592
地下交通站[21],https://epg.112114.xyz/huya/11342433
电ju惊魂系列[196],https://epg.112114.xyz/huya/11352903
电影[24],https://epg.112114.xyz/huya/618917
电影笔记[162],https://epg.112114.xyz/huya/16920222
谍战神剧[262],https://epg.112114.xyz/huya/11342436
封神演义[80],https://epg.112114.xyz/huya/19524135
冯小刚合集[247],https://epg.112114.xyz/huya/11352906
父母爱情[71],https://epg.112114.xyz/huya/11602071
港产搞笑[94],https://epg.112114.xyz/huya/11601960
港剧经典[215],https://epg.112114.xyz/huya/11352965
港式警匪片[104],https://epg.112114.xyz/huya/16424416
港台电影[5],https://epg.112114.xyz/huya/880261
高分电影[141],https://epg.112114.xyz/huya/16615910
搞笑的一家人[84],https://epg.112114.xyz/huya/11342402
搞笑僵尸片[238],https://epg.112114.xyz/huya/11352963
葛二蛋[122],https://epg.112114.xyz/huya/11602072
关灯看大片[254],https://epg.112114.xyz/huya/16135863
官场大佬再创业[54],https://epg.112114.xyz/huya/11602086
国产青春爱情[239],https://epg.112114.xyz/huya/11602075
海贼王15[111],https://epg.112114.xyz/huya/17941367
海贼王[173],https://epg.112114.xyz/huya/16739452
好莱坞[130],https://epg.112114.xyz/huya/21059587
贺岁合家欢剧场[273],https://epg.112114.xyz/huya/11602067
黑帮斗争[117],https://epg.112114.xyz/huya/11342419
红海行动[72],https://epg.112114.xyz/huya/11601986
虎妈猫爸[257],https://epg.112114.xyz/huya/11601964
虎牙[102],https://epg.112114.xyz/huya/21059565
怀玉格格[191],https://epg.112114.xyz/huya/11352887
黄渤[256],https://epg.112114.xyz/huya/11352876
黄金配角廖启智[135],https://epg.112114.xyz/huya/21059562
火影忍者[121],https://epg.112114.xyz/huya/20236200
极品新娘[60],https://epg.112114.xyz/huya/11342426
极限挑战[14],https://epg.112114.xyz/huya/11352914
家有儿女[32],https://epg.112114.xyz/huya/11352872
杰森·斯坦森[69],https://epg.112114.xyz/huya/21059588
金庸的武侠世界[223],https://epg.112114.xyz/huya/11342435
金庸经典剧[12],https://epg.112114.xyz/huya/11602082
金庸作品电影[278],https://epg.112114.xyz/huya/11352897
今晚80后脱口秀[183],https://epg.112114.xyz/huya/11352961
进来看看电影[186],https://epg.112114.xyz/huya/24376361
精彩不断[140],https://epg.112114.xyz/huya/24396428
精忠岳飞南征北战[234],https://epg.112114.xyz/huya/11336578
经典高智商犯罪片[86],https://epg.112114.xyz/huya/11352962
经典好剧[139],https://epg.112114.xyz/huya/11602085
经典好片[132],https://epg.112114.xyz/huya/11342427
经典喜剧片[154],https://epg.112114.xyz/huya/11352894
经典小影院[201],https://epg.112114.xyz/huya/23017124
经典影片[152],https://epg.112114.xyz/huya/15267139
警匪[100],https://epg.112114.xyz/huya/11352886
军事武器分析[123],https://epg.112114.xyz/huya/15824466
开心快乐就完事了[134],https://epg.112114.xyz/huya/11342388
看救援电影[272],https://epg.112114.xyz/huya/21059586
康熙王朝[56],https://epg.112114.xyz/huya/11352940
康熙微服私访[58],https://epg.112114.xyz/huya/11342418
科幻电影[68],https://epg.112114.xyz/huya/11602034
科幻动作电影[193],https://epg.112114.xyz/huya/16914870
科幻片[176],https://epg.112114.xyz/huya/17904870
科幻五分钟[10],https://epg.112114.xyz/huya/15152155
恐怖电影找力哥[41],https://epg.112114.xyz/huya/23419131
篮qiu火[274],https://epg.112114.xyz/huya/21059558
李连杰[65],https://epg.112114.xyz/huya/11342390
利箭特战队出击！[252],https://epg.112114.xyz/huya/11352973
林正英[178],https://epg.112114.xyz/huya/21388479
林正英[4],https://epg.112114.xyz/huya/11342421
林正英[93],https://epg.112114.xyz/huya/18441722
令狐冲&东方不败[249],https://epg.112114.xyz/huya/11601962
刘德华[49],https://epg.112114.xyz/huya/11342424
龙门镖局[48],https://epg.112114.xyz/huya/11352874
龙珠[27],https://epg.112114.xyz/huya/18632116
路飞[34],https://epg.112114.xyz/huya/16913382
骆驼祥子[187],https://epg.112114.xyz/huya/19450129
麻雀[79],https://epg.112114.xyz/huya/11352881
猫和老鼠[106],https://epg.112114.xyz/huya/11352879
美食纪录片[148],https://epg.112114.xyz/huya/11352955
命案十三宗[248],https://epg.112114.xyz/huya/11601981
魔法世界[227],https://epg.112114.xyz/huya/21059580
沫漾电影[182],https://epg.112114.xyz/huya/15556391
母亲为爱展开复仇[195],https://epg.112114.xyz/huya/16626185
娘子陪你看[206],https://epg.112114.xyz/huya/18964209
浓浓当年情[218],https://epg.112114.xyz/huya/11602065
女神系列[222],https://epg.112114.xyz/huya/11336571
欧美电影5分钟[18],https://epg.112114.xyz/huya/16028551
欧美电影[211],https://epg.112114.xyz/huya/21059581
欧美电影[67],https://epg.112114.xyz/huya/11352880
欧美娱乐[6],https://epg.112114.xyz/huya/21059574
婆媳[255],https://epg.112114.xyz/huya/21059568
奇幻片[184],https://epg.112114.xyz/huya/16149609
情深深雨濛濛[221],https://epg.112114.xyz/huya/11352885
庆余年[15],https://epg.112114.xyz/huya/11352960
权力的游戏[103],https://epg.112114.xyz/huya/17943364
让子弹飞[28],https://epg.112114.xyz/huya/11259843
三国鼎立[242],https://epg.112114.xyz/huya/11602077
三国演义[63],https://epg.112114.xyz/huya/11602081
神hua[169],https://epg.112114.xyz/huya/11352913
神探狄仁杰[39],https://epg.112114.xyz/huya/11352958
神医喜来乐[127],https://epg.112114.xyz/huya/11601978
神貂侠侣[92],https://epg.112114.xyz/huya/11352964
沈腾[9],https://epg.112114.xyz/huya/11601968
生活大爆炸[73],https://epg.112114.xyz/huya/11342417
史诗级战zheng电影[133],https://epg.112114.xyz/huya/21059556
士兵突击[45],https://epg.112114.xyz/huya/11342430
舒克和贝塔[229],https://epg.112114.xyz/huya/11352949
四驱兄弟[250],https://epg.112114.xyz/huya/11352922
搜神传[220],https://epg.112114.xyz/huya/11342437
速看[174],https://epg.112114.xyz/huya/16868935
速看美剧[177],https://epg.112114.xyz/huya/17204307
隋唐英雄[144],https://epg.112114.xyz/huya/11352899
孙悟空[240],https://epg.112114.xyz/huya/11342395
太空混战[241],https://epg.112114.xyz/huya/21059579
天雷滚滚[213],https://epg.112114.xyz/huya/11352945
天龙八部[226],https://epg.112114.xyz/huya/11602041
天龙八部[96],https://epg.112114.xyz/huya/11352912
铁齿铜牙纪晓岚[8],https://epg.112114.xyz/huya/11342396
吐槽大会[115],https://epg.112114.xyz/huya/11342422
歪果仁的动作片子[246],https://epg.112114.xyz/huya/21059552
网球王子[55],https://epg.112114.xyz/huya/11352882
文成公主进藏[228],https://epg.112114.xyz/huya/11352974
我de团长我的团[95],https://epg.112114.xyz/huya/11342416
我是大哥大[267],https://epg.112114.xyz/huya/23652317
五福星[77],https://epg.112114.xyz/huya/11282233
喜剧合家欢[259],https://epg.112114.xyz/huya/11352877
喜剧专场[217],https://epg.112114.xyz/huya/11602044
小川电影解说[128],https://epg.112114.xyz/huya/15870999
小鲤鱼[97],https://epg.112114.xyz/huya/11601961
小品[81],https://epg.112114.xyz/huya/11352938
笑傲帮[120],https://epg.112114.xyz/huya/11352908
笑傲江湖 喜剧脱口秀[179],https://epg.112114.xyz/huya/11352937
新三国[11],https://epg.112114.xyz/huya/11352944
新水浒[44],https://epg.112114.xyz/huya/11342384
新乌龙院之笑闹江湖[109],https://epg.112114.xyz/huya/15981239
秀cai遇着兵[42],https://epg.112114.xyz/huya/11352871
徐克[13],https://epg.112114.xyz/huya/11352909
徐峥[161],https://epg.112114.xyz/huya/11602043
许氏三杰[232],https://epg.112114.xyz/huya/11602033
悬疑片[266],https://epg.112114.xyz/huya/11602088
悬疑推理烧脑破案[126],https://epg.112114.xyz/huya/17445539
旋风球技[110],https://epg.112114.xyz/huya/11342400
杨门女将电影系列[224],https://epg.112114.xyz/huya/11336590
杨幂扮演王昭君出塞[90],https://epg.112114.xyz/huya/11352910
一口毒奶[150],https://epg.112114.xyz/huya/16144261
医馆笑传[131],https://epg.112114.xyz/huya/11352891
倚天屠龙记[25],https://epg.112114.xyz/huya/11342403
异形世界[165],https://epg.112114.xyz/huya/21059577
影片欣赏[160],https://epg.112114.xyz/huya/20695907
硬汉的直播间[212],https://epg.112114.xyz/huya/24614407
雍正王朝[36],https://epg.112114.xyz/huya/11342439
勇敢的心[138],https://epg.112114.xyz/huya/11602037
张卫健[235],https://epg.112114.xyz/huya/11342423
张显宗[149],https://epg.112114.xyz/huya/16865726
甄嬛传[265],https://epg.112114.xyz/huya/11601971
甄子丹[31],https://epg.112114.xyz/huya/11352935
止戈电影[64],https://epg.112114.xyz/huya/19863777
中国功夫[136],https://epg.112114.xyz/huya/11352941
中国西部刑侦大案纪实[236],https://epg.112114.xyz/huya/11601972
中国最后一个太监[192],https://epg.112114.xyz/huya/16604522
中华小当家[98],https://epg.112114.xyz/huya/11342413
周润发[83],https://epg.112114.xyz/huya/11342387
周星驰[119],https://epg.112114.xyz/huya/21136378
周星驰[1],https://epg.112114.xyz/huya/11342412
朱雀青龙[89],https://epg.112114.xyz/huya/11352905
赘婿[244],https://epg.112114.xyz/huya/21059564
捉妖记[207],https://epg.112114.xyz/huya/11342414
最佳搭档[251],https://epg.112114.xyz/huya/11342397
芈月传[91],https://epg.112114.xyz/huya/11352975
倩女幽魂[87],https://epg.112114.xyz/huya/11601970
镖行天下[230],https://epg.112114.xyz/huya/11352969

🐠斗鱼,#genre#
贝爷MAX厅,http://epg.112114.xyz/douyu/4332
贝爷影厅1,http://epg.112114.xyz/douyu/252802
贝爷影厅2,http://epg.112114.xyz/douyu/36337
避风港影院,http://epg.112114.xyz/douyu/9826611
变种人电影,http://epg.112114.xyz/douyu/9651304
冰冰经典电影,http://epg.112114.xyz/douyu/74374
吃米滴虫,http://epg.112114.xyz/douyu/315457
斗鱼4K,http://epg.112114.xyz/douyu/9249162
斗鱼电影1,http://epg.112114.xyz/douyu/2935323
斗鱼电影10,http://epg.112114.xyz/douyu/8475821
斗鱼电影11,http://epg.112114.xyz/douyu/338759
斗鱼电影12,http://epg.112114.xyz/douyu/2793084
斗鱼电影13,http://epg.112114.xyz/douyu/5067952
斗鱼电影14,http://epg.112114.xyz/douyu/413573
斗鱼电影15,http://epg.112114.xyz/douyu/5033502
斗鱼电影16,http://epg.112114.xyz/douyu/426517
斗鱼电影17,http://epg.112114.xyz/douyu/1274132
斗鱼电影18,http://epg.112114.xyz/douyu/7314294
斗鱼电影19,http://epg.112114.xyz/douyu/6582435
斗鱼电影2,http://epg.112114.xyz/douyu/7459925
斗鱼电影20,http://epg.112114.xyz/douyu/323876
斗鱼电影3,http://epg.112114.xyz/douyu/431460
斗鱼电影4,http://epg.112114.xyz/douyu/4246519
斗鱼电影5,http://epg.112114.xyz/douyu/7116591
斗鱼电影6,http://epg.112114.xyz/douyu/6776615
斗鱼电影7,http://epg.112114.xyz/douyu/7655471
斗鱼电影8,http://epg.112114.xyz/douyu/4290711
斗鱼电影9,http://epg.112114.xyz/douyu/6566671
斗鱼电影HD1,http://epg.112114.xyz/douyu/20415
斗鱼电影HD10,http://epg.112114.xyz/douyu/6140589
斗鱼电影HD11,http://epg.112114.xyz/douyu/8770422
斗鱼电影HD12,http://epg.112114.xyz/douyu/2436390
斗鱼电影HD13,http://epg.112114.xyz/douyu/218859
斗鱼电影HD14,http://epg.112114.xyz/douyu/36337
斗鱼电影HD15,http://epg.112114.xyz/douyu/413573
斗鱼电影HD16,http://epg.112114.xyz/douyu/1504768
斗鱼电影HD17,http://epg.112114.xyz/douyu/3637726
斗鱼电影HD18,http://epg.112114.xyz/douyu/9292492
斗鱼电影HD19,http://epg.112114.xyz/douyu/3637765rrt97
斗鱼电影HD2,http://epg.112114.xyz/douyu/10240553
斗鱼电影HD20,http://epg.112114.xyz/douyu/10395991
斗鱼电影HD21,http://epg.112114.xyz/douyu/10395986
斗鱼电影HD22,http://epg.112114.xyz/douyu/252802
斗鱼电影HD23,http://epg.112114.xyz/douyu/ 6079455
斗鱼电影HD24,http://epg.112114.xyz/douyu/315131
斗鱼电影HD25,http://epg.112114.xyz/douyu/8945323
斗鱼电影HD26,http://epg.112114.xyz/douyu/2516864
斗鱼电影HD27,http://epg.112114.xyz/douyu/248753
斗鱼电影HD28,http://epg.112114.xyz/douyu/4332
斗鱼电影HD29,http://epg.112114.xyz/douyu/9651304
斗鱼电影HD3,http://epg.112114.xyz/douyu/122402
斗鱼电影HD30,http://epg.112114.xyz/douyu/9650887
斗鱼电影HD31,http://epg.112114.xyz/douyu/8814650
斗鱼电影HD32,http://epg.112114.xyz/douyu/10240510
斗鱼电影HD33,http://epg.112114.xyz/douyu/52787
斗鱼电影HD34,http://epg.112114.xyz/douyu/8985415
斗鱼电影HD35,http://epg.112114.xyz/douyu/1165374
斗鱼电影HD36,http://epg.112114.xyz/douyu/1735337
斗鱼电影HD37,http://epg.112114.xyz/douyu/6537888
斗鱼电影HD38,http://epg.112114.xyz/douyu/6003761
斗鱼电影HD39,http://epg.112114.xyz/douyu/9683979
斗鱼电影HD4,http://epg.112114.xyz/douyu/85894
斗鱼电影HD40,http://epg.112114.xyz/douyu/1226741
斗鱼电影HD41,http://epg.112114.xyz/douyu/59612
斗鱼电影HD42,http://epg.112114.xyz/douyu/925724
斗鱼电影HD5,http://epg.112114.xyz/douyu/263824
斗鱼电影HD6,http://epg.112114.xyz/douyu/747764
斗鱼电影HD7,http://epg.112114.xyz/douyu/20415
斗鱼电影HD8,http://epg.112114.xyz/douyu/8663752
斗鱼电影HD9,http://epg.112114.xyz/douyu/323876
斗鱼动画,http://epg.112114.xyz/douyu/7528160
斗鱼搞笑HD1,http://epg.112114.xyz/douyu/9220456
斗鱼搞笑HD2,http://epg.112114.xyz/douyu/9770949
斗鱼搞笑HD3,http://epg.112114.xyz/douyu/9067836
斗鱼搞笑HD4,http://epg.112114.xyz/douyu/9817729
斗鱼搞笑HD5,http://epg.112114.xyz/douyu/8737695
斗鱼探险,http://epg.112114.xyz/douyu/3485629
斗鱼小品,http://epg.112114.xyz/douyu/3980787
豆瓣高分,http://epg.112114.xyz/douyu/8770422
高帧影片,http://epg.112114.xyz/douyu/6763930
国产影片,http://epg.112114.xyz/douyu/5423
华语电影,http://epg.112114.xyz/douyu/3928
华语动作电影,http://epg.112114.xyz/douyu/1504768
华语经典,http://epg.112114.xyz/douyu/434971
怀旧90,http://epg.112114.xyz/douyu/9275635
霍格影片,http://epg.112114.xyz/douyu/8814650
可乐电影,http://epg.112114.xyz/douyu/20415
恐怖经典,http://epg.112114.xyz/douyu/1165374
连续剧1,http://epg.112114.xyz/douyu/4549169
连续剧2,http://epg.112114.xyz/douyu/7623292
连续剧3,http://epg.112114.xyz/douyu/5689514
连续剧4,http://epg.112114.xyz/douyu/7476264
连续剧5,http://epg.112114.xyz/douyu/4396972
林林影院,http://epg.112114.xyz/douyu/9652323
林正英电影1,http://epg.112114.xyz/douyu/218859
林正英电影2,http://epg.112114.xyz/douyu/7356023
刘德华电影1,http://epg.112114.xyz/douyu/2516864
刘德华电影2,http://epg.112114.xyz/douyu/8985415
麓山迷踪,http://epg.112114.xyz/douyu/4505431
漫威电影,http://epg.112114.xyz/douyu/4282654
漫威影片,http://epg.112114.xyz/douyu/6140589
米娅电影,http://epg.112114.xyz/douyu/6537888
奶虫恐怖电影,http://epg.112114.xyz/douyu/263824
奶瓶科幻片,http://epg.112114.xyz/douyu/6655271
女神金电影,http://epg.112114.xyz/douyu/747764
神乐影片1,http://epg.112114.xyz/douyu/122402
神乐影片2,http://epg.112114.xyz/douyu/85894
特辑影院,http://epg.112114.xyz/douyu/3637778
喜剧经典,http://epg.112114.xyz/douyu/9650887
小九电影,http://epg.112114.xyz/douyu/7136517
游戏解说,http://epg.112114.xyz/douyu/805235
粤语综艺,http://epg.112114.xyz/douyu/7919720
周星驰电影,http://epg.112114.xyz/douyu/3990812

🎣NewTV,#genre#
超级电视剧,http://117.169.121.162:6610/PLTV/88888910/224/3221225625/index.m3u8
超级电视剧,http://117.169.121.162:6610/PLTV/88888910/224/3221225765/index.m3u8
超级电视剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225625/index.m3u8
超级电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225765/index.m3u8
超级电影,http://117.169.121.162:6610/PLTV/88888910/224/3221225623/index.m3u8
超级电影,http://117.169.121.162:6610/PLTV/88888910/224/3221225766/index.m3u8
超级电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225766/index.m3u8
超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225622/index.m3u8
超级体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225767/index.m3u8
超级综艺,http://117.169.121.162:6610/PLTV/88888910/224/3221225620/index.m3u8
超级综艺,http://117.169.121.162:6610/PLTV/88888910/224/3221225768/index.m3u8
超级综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225620/index.m3u8
超级综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225768/index.m3u8
潮妈辣婆,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225708/index.m3u8
东北热剧,http://117.169.121.162:6610/PLTV/88888910/224/3221226202/index.m3u8
东北热剧,http://39.135.138.58:18890/PLTV/88888888/224/3221226202/index.m3u8
东北热剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226202/index.m3u8
古装剧场,http://117.169.121.162:6610/PLTV/88888910/224/3221225678/index.m3u8
古装剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225678/index.m3u8
海外剧场,http://117.169.121.162:6610/PLTV/88888910/224/3221225712/index.m3u8
海外剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225712/index.m3u8
黑莓电影,http://117.169.121.162:6610/PLTV/88888910/224/3221225718/index.m3u8
黑莓电影,http://117.169.121.162:6610/PLTV/88888910/224/3221225764/index.m3u8
黑莓电影,http://117.169.121.162:6610/PLTV/88888910/224/3221225769/index.m3u8
黑莓动画,http://117.169.121.162:6610/PLTV/88888910/224/3221225672/index.m3u8
欢乐剧场,http://117.169.121.162:6610/PLTV/88888910/224/3221226210/index.m3u8
欢乐剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221226210/index.m3u8
欢乐剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226210/index.m3u8
家庭剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225713/index.m3u8
金牌综艺,http://117.169.121.162:6610/PLTV/88888910/224/3221225711/index.m3u8
金牌综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225711/index.m3u8
精品大剧,http://117.169.121.162:6610/PLTV/88888910/224/3221225714/index.m3u8
精品大剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225714/index.m3u8
精品纪录,http://117.169.121.162:6610/PLTV/88888910/224/3221225710/index.m3u8
精品纪录,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225710/index.m3u8
精品体育,http://117.169.121.162:6610/PLTV/88888910/224/3221225648/index.m3u8
精品体育,http://117.169.121.162:6610/PLTV/88888910/224/3221225709/index.m3u8
军旅剧场,http://117.169.121.162:6610/PLTV/88888910/224/3221225669/index.m3u8
军旅剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225669/index.m3u8
军事评论,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225757/index.m3u8
明星大片,http://117.169.121.162:6610/PLTV/88888910/224/3221225716/index.m3u8
明星大片,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225716/index.m3u8
明星剧场,http://117.169.121.162:6610/PLTV/88888910/224/3221225716/index.m3u8
农业致富,http://117.169.121.162:6610/PLTV/88888910/224/3221225670/index.m3u8
农业致富,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225670/index.m3u8
武搏世界,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225656/index.m3u8
中国功夫,http://117.169.121.162:6610/PLTV/88888910/224/3221225660/index.m3u8
中国功夫,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225660/index.m3u8
哒啵赛事,http://117.169.121.162:6610/PLTV/88888910/224/3221225653/index.m3u8
哒啵赛事,http://117.169.121.162:6610/PLTV/88888910/224/3221225749/index.m3u8
哒啵赛事,http://117.169.121.162:6610/PLTV/88888910/224/3221225750/index.m3u8
怡伴健康,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225666/index.m3u8
炫舞未来,http://117.169.121.162:6610/PLTV/88888910/224/3221225707/index.m3u8
炫舞未来,http://39.135.138.58:18890/PLTV/88888888/224/3221225707/index.m3u8
炫舞未来,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225707/index.m3u8
